Review,Condition,Rating,Sentiment
"Horrible drug , besides the fact of it taking so long to dissolve with the left over gunk in your mouth. I&#039;ve been on suboxone for 3 years and tried this out because I needed a week for my preauthoraziton to go through.... I&#039;ve been throwing up after I woke up the second day with out my subs I&#039;m still going through withdrawals all day hot and cold no energy the usual misery. DO NOT TRY THIS DRUG IF YOU HAVE BEEN ON SUBOXONE FOR ANY AMOUNT OF TIME. Nothing about the being able to talk ( due to the slimy like10x subs at once in your mouth but a different texture. Any of the reasons they give for it being a lower dose doesn&#039;t even work because it barely sticks to your cheek so it basically doesn&#039;t even have a blocker in it so your constantly craving.",Opiate Dependence,1.0,Negative
"Whatever it takes get on Viibryd today. Talk your doctor into a diagnosis that meets the general indication for this medicine and watch all your symptoms (real, imagined, and subtly feigned) of depression, anxiety, and many other axis 1 psychiatric disorders disappear like magic. Viibryd is totally awesome.",Depression,10.0,Positive
"I am twenty years old and have been on birth control since I was 15. I have been on Tri-Cyclen, Yaz, Alesse, Depo-provera and Mirena! In five years, I was desperate to find something that worked for me. I had symptoms from weight gain, mood swings, acne, debilitating cramps, and even serious depression. Trying Nuva-ring was my last hope. I LOVE IT! It has not given me any mood swings, it has BOOSTED my sex drive! My periods are ridiculously light, 2 days long, and I have no cramps or PMS. Amazing. I know every girl&#039;s body is different but I totally recommend Nuva-ring!",Birth Control,10.0,Positive
"Not bad.  First started this when I was 17. I didn&#039;t like how it made my periods and cramps way worse but over the months it&#039;s calmed down. I did get some mood swings, I didn&#039;t gain weight but I always felt hungry, I would eat and then five minutes later feel like I&#039;m starving. I always take the pill before bed so I didn&#039;t Notice any headaches or weird feelings. It did kill my sex drive though. I&#039;m 22 now and I decided to try something else. As soon as I stopped the pills my sex drive came back so it&#039;s been great. I didn&#039;t get pregnant so it wasn&#039;t too bad.",Birth Control,7.0,Neutral
"I&#039;ve been taking concerta for close to 15 years now since I was diagnosed at age 3. Around 8th grade I had started getting pain in my chest which was similar to costo condritis. The pain got increasingly worse up through highschool and the beginning of college around age 18 when it stopped affecting me as much. Now I&#039;m 21 years old (as of the 12th this month) and for the past years I&#039;ve been noticing that I&#039;ve been getting increasingly anxious and worrying more than usual. In the past 5years on a daily 63 mg dose I&#039;ve been dealing with depression, anxiety, nightmares, insomnia, loss of appetite, and I&#039;ve lost 30lbs due to that. It&#039;s effective, but at a price, sometimes one you can&#039;t afford.",ADHD,6.0,Neutral
"I got Mirena as a birth control solution and a solution to my very heavy, 8 day - 10 days painful periods. I wasn&#039;t suggested it by a doctor I pretty much came to the decision myself. I had been on the pill, which didn&#039;t affect me negatively at all (still got very heavy periods though), before that I was in the Depo shot, which made me bleed non-stop for three months. So I was very skeptical about Mirena. 

I&#039;ve lost my periods all together, and I&#039;ve noticed that when &quot;I&#039;m supposed to be on my period&quot; I don&#039;t have any type of discharge or anything of the sort. What I DO notice is when I have a very stressful situation I get discharge for 24 hours, brown-ish discharge. 

No pain, no weight gain, brilliantly perfect!",Birth Control,10.0,Positive
"I&#039;ve taken three plan B pills in my lifetime and after $150+ (!!!) spent on those pills I still got pregnant. Three times having intercourse, three pills, twins! Did not work for me at all. Miscarried one child before the 90 day marker. Too young to have even a single child but could not count on this product. Switching to alternative forms of birth control/prevention since this product did not work.",Emergency Contraception,1.0,Negative
"I got a novasure ablation 5 years ago because of the heavy bleeding and having to change pads and tampons every hour. The gush feeling after changing while conducting a 15 min. meeting was unbearable.  The ablation was the best thing ever until... i started bleeding again. My Dr. put me on Provera 2x daily for 7 days following 1x daily for 7 days.  One day passed after completing the prescription and the heavy bleeding with huge clots worse than prior to the ablation, along with severe cramping, similar to contractions is making me regret ever taking this drug. Im on day 3 of heavy bleeding, severe cramping,  terrible bloating that I have never experienced before. I&#039;m feeling discouraged reading that some women bled heavy for more than 2 wks",Abnormal Uterine Bleeding,1.0,Negative
"I am a male, 71 yrs age and overweight. Began taking blood pressure meds at age 55. Suffered through trials with several beta blockers which made me goofy, weak and then a few calcium channel blockers which required high dosage levels causing flu like muscle soreness. My doc retired few yrs ago and his practice was taken over by much younger female. She put me on 150 mg Tekturna after hearing my complaint in 1st visit. Life is good again. Blood pressure dropped right into desired range with no side effects. Only problem now is finding pharma plan to help with cost.",High Blood Pressure,10.0,Positive
"I have literally tried everything, aside from Accutane. My doctor gave me a prescription of Spironolactone along with some Epiduo. The spironolactone made me feel weird, and I almost passed out. I gave up on that quickly and began using the samples. I called my doctor to let him know that the Epiduo was working! For the first time in as long as I can remember, I was waking up with NO new zits. After a month of using Epiduo I am 75% clear and even my scars are fading faster. This has been the biggest blessing for me!",Acne,10.0,Positive
I used the NuvaRing method for 18 months. I loved it because it was easy to place and you forget that you even have it &quot;there&quot;; but I had to stop using it because I was having yeast infections every single month- I was miserable and the medication that my doctor prescribed wasn&#039;t doing any better. Also my sexual drive went from average to zero.,Birth Control,6.0,Neutral
After taking one pill twice per day for three weeks I suddenly experienced in the middle of the night an excessive amount of blood being discharges with diarrhea.  This continued every two to three hours until mid-morning when I was admitted to a hospital.  I was dx with diverticulosis and admitted over night.  Was treated with antibiotics.  The bleeding stopped by midafternoon.  The following day I was discharged and then went to see my family Dr.  He did not believe that I had diverticulosis as I had NO pain associated with the episodes.  After reviewing my meds he told me I should contact the prescribing Dr(knee specialist) regarding the episode and continuing the meds for pain.  I was told by the surgeons nurses to stop the meds.,Osteoarthritis,6.0,Neutral
"I had been using Cialis which worked for a boost for about four years, and in the fifth year even after taking a dose, I didn%u2019t have interest in sex.  My Doctor ran blood test and determined my T level was low. For the past 4 month I have used the 2.5 gram Androgel packs daily.  I generally feel better.  I have lost my belly flab.  My love interest is better although I still rely on the Cialis, but now I have total control of my orgasm.  I have lost testicle size, in fact, at times they will ascend into the inguinal canal until I push them back out.  In short this 64 year old would say that Androgel is a nice improvement.","Hypogonadism, Male",7.0,Neutral
"So far, so good.  It&#039;s been 3 months and nail is looking clearer.  I have filed my nail down to almost the nailbed in order to get the ciclopirox to the fungus.  I clip out dead nail and fungus gunk every week when I remove the built up lacquer.  I believe this has helped in the nail getting clearer.  I really think this medicine is working.  Will post again in 3 months.","Onychomycosis, Toenail",8.0,Positive
"I was on Aptiom 800 mg once a day for Partial motor seizures. Price was astronomical !My co-pay was over $600 a month. Luckily I was given 3 months worth of samples for free. I changed Doctors and was told that oxcarbazepine was basically the same as this drug (eslicarbazepine)and my copay was $2.85. I was a little ticked when I was told this.Yes it is the newest drug on the market, but is it really new? Be sure to ask questions of your Doctor. It may save you lots of money.Oh....the initial days I was sick, but after I took it a while I felt better. No Seizures in the 3 months I was on it.",Seizures,6.0,Neutral
I experienced a rash over my entire body about 2-3 weeks after starting taking this medicine. I don&#039;t really know if it would have worked for me or not.,Systemic Lupus Erythematosus,2.0,Negative
I&#039;m 28 weeks into my pregnancy with a YI my doctor recommended this product I was fine for the first half an hour but now I&#039;m burning beyond belief I had no itching prior to taking the prefilled cream now my vagina is on fire and when I pee it&#039;s excruciating ! NEVER AGAIN !,Vaginal Yeast Infection,2.0,Negative
Have been on Flexerill for the last 18 months. Doctor decided it was time for a change in my medicines. Put me on Tizanidine for muscle spasm and tension headaches due to disc protrusion at C7-C8. Had some side effects coming off of the Flexerill. But since this medicine hasn&#039;t worked I&#039;m ready to go back to the Flexerill.,Muscle Spasm,1.0,Negative
"My internist has been trying me on various diabetes medications, alone and in combination, over the past 12 plus years to lower my blood sugar levels. For a long time the situation was ultimately with a combination of Januvia 100mg, Glimipiride twice per day, and Metformin 2 500mg tablets twice per day.  Initially the combination gave me diarrhea but I also discovered I was lactose intolerant and eventually the problem went away. But gradually within the past few years my 1AC levels slowly started climbing, at one point to 7.8. About 6 months ago he added Trulicity.5 mg ramped up to 1.5mg. Did not improve blood sugar. Did lower weight.Stopped Trulicity. Just started Invokana. Scared of the risks. Am dehydrated and have yeast infection.","Diabetes, Type 2",4.0,Negative
"I want to start off by saying that this birth control does what its supposed to do, I have been on it for the last five years and not one pregnancy scare and that is without any caution being used. ( I&#039;m married lol ) BUT!! Over the past five years this birth control has made my life crazy. I&#039;ve never been an emotional person and I am so emotional and take everything to heart. I feel so bad for my husband but dang he is a trooper lol I&#039;ve  always kind of had acne but it&#039;s been worse since I&#039;ve been on it. I have gained 40 lb but I am 5&quot;11 and weighing in at 170 is a healthy weight for me when I&#039;m at the point where I want to lose weight and I&#039;m not able to. It&#039;s horrible. Everyone is different but that is my experience :)",Birth Control,10.0,Positive
"I was diagnosed with genital herpes earlier today, though the symptoms began a month ago and I mistaken it for a yeast infection. The sores started last Monday (5 days ago). 
The burning was so bad to the point where I had trouble walking. After applying acyclovir earlier I experienced moderate burning for a short amount of time but after sitting down for awhile I felt relief. let&#039;s hope that tomorrow the sores aren&#039;t as painful",Herpes Simplex,7.0,Neutral
I got Nexplanon inserted February 12. I had my period since January 25. I decided to try Nexplanon because the Depo Provera gave me mood swings and longer periods. I have had my period now for almost 7 weeks. I dont know if its because of the Depo or if its also the Nexplanon. I have gained 7Lbs since starting this. Its been great for birth control but that may because I havent had sex.,Birth Control,6.0,Neutral
"My son is 10 yrs old and has ADHD. He has been on the patch for 4-5 months and the only side effects that he has is a redness where the patch was. Other than that, its a miracle patch. His grades have doubled and the lowest grade he has gotten is one C. He wears it from 5:30am-3:30pm. I love it, it calms him down and he is happy to do his homework. I can only praise this medicine. Some will give negative and positive reviews about the patch because it will effect everyone differently.",ADHD,9.0,Positive
"I was given this to help with bronchiospasms due to illness.  After two months of this not working,  I got a refill.  The second one worked.  The first one did not.  I called 1-888-482-9522.  This is their complaint line.  They requested to send me a fed ex package so I could return.  I requested a refund for there is still  11 doses on the clicker.  They don&#039;t give refunds.",Bronchospasm Prophylaxis,1.0,Negative
"I started Nucynta 100mg 3x/day because I have severe back problems. Norcos/Vicodin were not working. First day I was on it, it took about an hour to kick in (about 12am I got my prescription at 11pm). I had had bizarre/violent dreams. I took it before work (I didn&#039;t drive) and I have a desk job. I spent most of the day drooling. Day 2 great night sleep, no bizarre dreams fell asleep no problem. Went to work and was hot and sweaty (the office was at 69 degrees and it was raining), worst dry mouth you could imagine. No appetite and drank a ton of water. Day 3 diarrhea, sweaty, no appetite. As for the pain management it worked better than Vicodin but I still feel a burning.",Pain,5.0,Neutral
After 2 weeks of taking this medication I began an extreme itch all over my neck and body. This itch last about 3 week. Then severe back pain for 1 week. Weight gain. And extremely dry mouth and hair.  Had To Discontinue use. This medication scared me.,Hyperthyroidism,2.0,Negative
"I just started with Opana ER 5mg every 12 hours. The first time I used it, it did help with the pain, not much but a little. Then after a few days, I started suffering from some of the side effects. Anxiety attacks that verged on the near panic attack stage, difficulty breathing, and a few others. I told my doctor that I have heart problems, asthma, and a history of seizures, but he decided that he would give it to me anyway.  I am glad that Opana ER works for some, but it is not the one for me.",Pain,3.0,Negative
I&#039;ve been on zoloft for almost four weeks now and it&#039;s been a life changer I use to suffer from poor impulse control anxiety and bad depression about two weeks in I started feeling better happier like.the feeling of dread has been removed the demon&#039;s are silenced I feel like I want to live I want to succeed it&#039;s like a dream come true ive suffered from drug addiction in the past and since started zoloft I don&#039;t feel the craving that overwhelming desire to get high the only downside to zoloft. Is the restlessness when.trying to sleep but it&#039;s worth the trade off I started on 50 MG and am now at 100mg per day thank god for zoloft,Major Depressive Disorde,10.0,Positive
"I have been struggling with Depression and terrrible anxiety/panic attacks since June 2015 it got so bad I couldn&#039;t leave the house, in fear of having a panic attack which is what happens when this horrid condition takes place, anyway I was laying in the bed had no appetite, racing thoughts, scared to take care of my children, afraid to be alone etc. The list goes on and on. I lost 20 lbs between June and Sept 2015 , with all this being said I have 6 year old b/g twins and I couldn&#039;t continue to keep going like this. I have to be a mother to my children I&#039;ve been on 40 mgs of escitalopram since June and went to ER with bad panic attack my husband took me. The ER dr put me on 5 mg of zyprexa and my life has changed dramatically I&#039;m me again!!",Not Listed / Othe,10.0,Positive
Not as effective as Xanax or Klonopin.,Panic Disorde,5.0,Neutral
"I am a 35 yr. old mom of 2. My Dr. put me on this to help with severe period cramps and possible endometriosis diagnosis. I&#039;ve only been on birth control prior to my kids (husband is fixed now) who are now 9 and 11. Been on this for one month and I&#039;ve gained 6 lbs! Mind you, I am normally very active (I teach cycle class 5 days a week) and eat healthy, but this the weight gain is crazy! Also, I have had weird tingling feelings, and have been supper unmotivated to do anything! I though I had a weird flu, because I could not figure out where all my energy went?! Stopping immediately, hopefully I&#039;ll find better relief with another pill. Thanks for all the reviews! I know everyone reacts differently but it&#039;s comforting to know I&#039;m not alone.",Birth Control,1.0,Negative
I was told by my doctor to take the doxycycline 100mg once a day for 3 months. So far it has been 3 weeks and I think my acne is getting worst. The first week my acne seemed to be improving. That was until the 2nd week it started getting worst. I&#039;m starting to think it might be my period causing me to break out again. So I&#039;m hoping I will see an improvement when its over. I have had no bad side effects which is great. After reading positive feedback on this I am really hoping to see a huge difference!! BE PATIENT,Acne,6.0,Neutral
"I have been on opioids for 20 years at least.  So constipation kind of rules my life. I too ended up in emergency twice, but all they did was give me an enema which never works for me. I saw a Movantik add on tv, so I asked my Dr. if I should try it. He agreed and wrote me a prescription. When I got home I took one, and it had no effect at all. Just nothing. So I decided to check the reviews on this drug and people have had just too many problems with pain , cramps, all sorts of awful things. Since it didn&#039;t work, I felt lucky. I don&#039;t want to go through the pain.","Constipation, Drug Induced",1.0,Negative
"Had the implant put in end of October 2014, since then I have;  gained 30 pounds, terrible mood swings,  depressed, always tired but have trouble sleeping,  and occasional pain in the arm near the implant. Only Pros would be no real periods after the first 2 months, occasional spotting when there is an increase of stress and no pregnancy. I don&#039;t think I would recommend this for anyone but I also know everyone reacts differently, cannot wait for the end of this month to have it removed, give me my pill back!",Birth Control,7.0,Neutral
I was awake with a rampant earache and crying with the pain. Went to my emergency doctor who gave me amoxicillin 500mg. I was told I had an infection in both ears. Amoxicillin cleared it up and I felt so much better and got a good nights sleep.,Bacterial Infection,10.0,Positive
"It has changed my life. I have been taking 20 to 40 mg for about 2 years. I was feeling so good for so long, that I thought I&#039;d be fine without it and stopped taking it..... Within 2 months, I had fallen back into a horrible depression. I then started taking the medication again, feeling much better, no crying, within a week. And feeling great again within a month or 2. I have felt some of the side effects, insomnia being the worst, but not bad compared to how much better I feel.",Major Depressive Disorde,9.0,Positive
"I was diagnosed with generalized anxiety disorder. I&#039;m 33 years old and have a son. I would panic everytime he wasn&#039;t with me. I would think of the craziest &quot;what ifs&quot; that could happen. I got to the point I couldn&#039;t even drive on the highway because I might get into an accident. I was prescribed zoloft at 25mg for six weeks...I felt nauseous for a couple days but was fine. Then I was put up to 50mg for another six weeks. I was really tired and my anxiety spiked but I stuck it out. Now I&#039;m on 100mg. Have been for 2 weeks. Not a single anxiety attack. I feel less tired but still get sleepy through out the day. My son can be at school, out swimming or doing other kid things and my mind doesn&#039;t head straight to horrible what if thoughts. Yay!!",Panic Disorde,10.0,Positive
"I think Adipex helps if you&#039;re obese.  In my case, I only have about 20 pounds to lose and it&#039;s not worked that much for me.",,9.0,Positive
"Lexapro gave me terrible nightmares.  I jump out of bed while asleep. I tore both of my arms up and hit the closet door with my head. 
 I scream in my sleep, I break lamps with my flailing arms while I am a sleep.  Every side effect listed I have!  I fall all the time, I stumble around.  This is a terrible medicine!!  Never again!!  It seems to be taking forever to get out of my system after I stopped it (without my Dr permission).  What happens now can not be as bad as the side effects I have!!",Depression,1.0,Negative
"This is a medication which I take for myself.

Good points:
It&#039;s very good at managing my form of epilepsy.  My seizures are reduced remarkably, in direct relation to taking Fycompa.

Bad points:
I am having daily thoughts about suicide, I&#039;ve never had this before taking Fycompa.  And I&#039;ve been on many Anti-Epileptic Medicines.  This morning I was really suicidal.

At a guess I&#039;m one of those unlucky individuals who have increased psychiatric and behaviour problems in direct relation to this medicine.  Now I&#039;m in the position of making a decision about whether or not to continue using Fycompa and I&#039;m having to make this very difficult decision with psychiatric issues.",Epilepsy,8.0,Positive
Ok so I see all these reviews about burning and itching and swelling mostly from the ovule. Well I used the ointment about and hour ago and I&#039;m fine. No itch no burn just a lil moist. Don&#039;t know how good it works but will definitely be back for an update.,Vaginal Yeast Infection,7.0,Neutral
"For some reason this was the very first med my dr. RX&#039;d me for hypertension at a dosage of 0.1mg twice a day..It lowered my BP but not by much so he increased it to 0.2mg twice per day. Bp still high and he AGAIN increased to 0.2 3 x a day. It lowered my BP very little but mostly it just made me groggy and gave me dry mouth. He finally added metoporol xr and my bp is getting better. However, the clonodine does come in handy for other things like opiate withdrawal, sleep and headache prevention.",High Blood Pressure,5.0,Neutral
Can&#039;t get hard or stay hard when on this medication.....,Epilepsy,1.0,Negative
"I was on Topamax for almost a month, but I had to stop because of the painfully tingly feet.  It didn&#039;t do much for my pain overall either.  I was also taking it to curb my appetite and for PMDD, but my appetite was the same or worse and it did nothing for the PMDD (might have actually made it worse!).  We tried this because Geodon worked well for my PMDD but suddenly stopped working after 4 years (and gave me tardive dyskinesia).",ibromyalgia,3.0,Negative
"I have been taking Sanctura for several months.  It is very effective.  I do have bad results with constipation.  I did not take the symptoms of constipation seriously and needed help from the ER at the hospital to get relief.  It is something almost all medicine stresses as a possibility, but for me it was a serious problem.  I watch it more carefully now.",Overactive Bladde,7.0,Neutral
"I&#039;m a 24 year old female who was diagnosed with ADD last July. I&#039;ve been on Ritalin, Adderall and now Vyvanse. I started off on Vyvanse 30 mg about a month ago. It didn&#039;t do a thing for me. My doctor upped my dosage to 50 mg a little over a week ago. Since then things haven&#039;t been too pretty. My mind is clear, which is great but I&#039;m completely unmotivated to do anything. I don&#039;t want to clean. I don&#039;t want to leave my house. I don&#039;t want to do anything. I feel exhausted. I guess it&#039;s like a zombie like state that I wouldn&#039;t mind if I didn&#039;t have a child and a house to care for. I&#039;m hoping my doctor will switch me to Adderall XR. I&#039;ve always lacked energy and this definitely isn&#039;t helping.",ADHD,3.0,Negative
I was switched from Azurette to Viorele by my pharmacy. Took Viorele for almost 3 months because I got 3 packs at a time. It gave me frequent headaches that I didn&#039;t experience on the azurette even though they are supposed to be the same. The biggest issue is I thought I had a UTI because it made me have to pee ALL the time. I had no other changes in my life except the pill so after going to the doctor and getting checked for UTI and it being negative I have switched back. My boobs were always sore but it made them look bigger so I didn&#039;t mind too much. If you have already big boobs though this might be a problem. Skin looks great on both pills. Period is light but cramps can be horrible sometimes.,Birth Control,5.0,Neutral
First night had crazy dreams.  Couldn&#039;t settle in.  Next day nauseous all day.  Worse than flu symptoms.  I will never take again.,Influenza,1.0,Negative
"I was diagnosed with severe anxiety in spring of 2015. It was so bad I couldn&#039;t leave my bed for weeks without feeling like I was going to be sick. I finally forced myself to go see a psychiatrist where she prescribed me 10mg of lexapro which was a little too much to start with considering I am very sensitive to medication. I dropped to 5mg and stayed on that dose for almost a year and felt great. I got off all medication for a few months this past summer in hopes of healing on my own, but my anxiety got worse than ever, so I just started 10mg a few weeks ago. Still experiencing side effects (fatigue, dizziness, heart palpitations) but have high hopes considering the lowest dose still worked wonders for me.",Generalized Anxiety Disorde,8.0,Positive
"My doctors would always give me amoxicillin.  It never did anything.  I use to have a bad bronchitis every winter.  I had one that lasted months.  My sputum turned deep brown, my middle ears were so infected I could barely hear.  And I was not a smoker then.  I called my ENT office off hours.  I got another doctor on the call.  He was older and very thorough in trying to diagnose over the phone.  He said lets try a real old drug.  It was Sulfa not the combo Bactrim.  He called the pharmacy.  A friend picked it up.  the pil was huge.  I broke it in three pieces to get down with lots of water. Tthe next day was like a miracle, I felt so much better.

It seems Sulfa is all around gold standard antibiotic for me for any infection",Bronchitis,9.0,Positive
"I used these drops for my cat, who has a disorder called agenesis eyes. Worked immediately. Good product!","Conjunctivitis, Bacterial",10.0,Positive
"This is the start of my 3rd day in this medications. I am in 25mg once a day. So far I notice it makes me a little sleepy, dry mouth and gives tingle sensation on my head. Although benefits so far have been that I passed my quiz for college 100% and was able to FINISH multiple tasks yesterday! Only third day so we&#039;ll see how it progresses with my body. AGE: 21, 110lbs, F",ADHD,6.0,Neutral
"Hands down, the best immediate solution for anxiety or panic attacks. I prefer Ativan to other benzos and it usually lifts my depression too, even suicidal thoughts ( well for the few hours that it works). Just be very careful not to become addicted but this is extremely helpful as an occasional tool in stressful situations. DO not take every day for many days unless instructed so, but even then do your research.",Anxiety,10.0,Positive
"I&#039;ve had the implant for about 2 years now. The worst part is the irregular periods, I was on the pill before and my period was like clock work. The first couple of periods were heavy and 2 or 3 weeks long. But I do love not worrying about taking something everyday, or refilling rx&#039;s.",Birth Control,6.0,Neutral
"I experience sinus problems frequently, mostly from allergies probably. I have headaches and stuffy nose etc. This medication is wonderful. I should receive money for how many times I have recommended this to people. I feel like I can even think clearer when I take this. I rarely experience side effects. Maybe one time I had dizziness. Great product.",Cough and Nasal Congestion,8.0,Positive
My urinary tract infection cured fast.,Urinary Tract Infection,7.0,Neutral
"I am diagnosed with PTSD - two usual traits that come with PTSD are depression and anxiety. Due to the anti depressant I&#039;m taking (zoloft 50mg) , I experienced a slight but uncomfortable raise in blood pressure which contributed to my anxiety. I saw my general doctor and qualified for atenolol 25mg. It has worked miraculously with no side effects. What I like about atenolol is that it is not digested by the same liver enzymes which digest zoloft - so there is no risk of atenolol levels competing with zoloft for bonding sites . I feel a lot calmer , and don&#039;t experience as much agitation and irritability as I used to. 

Performers, over coming stage fright is part of the challenge. stop cheating .",Anxiety,1.0,Negative
"Just started and have chills, no symptoms have subsided. I am surprised at all the people here who list what the manufacturer states as &#039;serious&#039; side effects! Inform your doctor straightaway if any of the following rare but very serious side effects occur:

New signs of infection (e.g. fever or persistent sore throat)
Easy bruising or bleeding
Mental or mood changes
Persistent or severe headaches
Vision changes
Generic Macrobid (Nitrofurantoin) may turn your urine dark yellow to brown in color. This is a harmless side effect that will disappear as soon as you stop taking the medication.

In rare cases, Generic Macrobid (Nitrofurantoin) may cause very serious lung problems. Seek immediate medical attention if you notice any of the following",Urinary Tract Infection,3.0,Negative
"Yes, this medication works to eliminate symptoms of allergies, however I had a big issue with - what I&#039;m assuming is - a side effect of the medication. When I took the medication my personality immediately changed; I actually became less talkative and happy and it severely affected my life to the point where I randomly started crying during school. I&#039;m assuming that the medication put me in a depression-esque state (I&#039;ve never had depression before so I can&#039;t say for sure) but it altered my personality in ways my personality has never changed for the three days I took it and people noticed. It was honestly terrifying. Be wary of the side effects when taking this medication.",Allergic Rhinitis,2.0,Negative
10-12.5 mg for insomnia works well.  I will take it earlier to avoid grogginess.  It also helps with the low mood you develop when you don&#039;t sleep well.,Insomnia,8.0,Positive
"This medication was God awful to me. I was on Lexapro for 3 years when they suddenly switched me to Effexor while slowly weaning me of the Lexapro. The first few days were hell. I couldn&#039;t sleep for more than a few hours each night and became irritable and physically ill because of it. When I finally did sleep and wake up I had one of the worst panic attacks I&#039;ve ever experienced in my life. It was to the point where my family and I were afraid I would need to be hospitalized. I will NEVER EVER TAKE THIS DRUG AGAIN. I had only been taking it for 3 weeks when I had the horrible panic attack, the worst one I&#039;ve ever experimeced and which the meds were supposed to be helping me with, and I am back on 20 mg of Lexapro.",Depression,1.0,Negative
"I&#039;ve been using Levemir for several years now to control my Type II Diabetes.  It has been doing a fantastic job.  It keeps my A1C levels below 7 and my morning sugar levels are usually below 100.  When I first started using Levemir I was at 24 units but as the years went by I&#039;ve had to increase the doasge up to where I am at now to 38 units.  But it is working!  Every once in a while I may get a little itching at an injection site but no other side effects! I had been on all the oral glycemics and other injectable insulins before, but nothing had controlled my diabetes like this.","Diabetes, Type 2",10.0,Positive
"I take this for my extreme anxiety disorder. Just 25mg alone will knock me out for hours. Personally it causes me incredibly vivid dreams, a lot of the time they are nightmares. Not sure if it&#039;s connected to the medicine, or it&#039;s just me. I do wake up feeling an extreme hangover. But it works really well for my anxiety at 50mg.",Anxiety,8.0,Positive
"I was admitted to hospital in march 2011, my viral load was 1,730,000.00 (yep million) and CD4 count 30. I also had cryptococcal and was in a bad state. My Doctor prescribed Atripla after cryptococcal was bought under control, within 2 months, dropping my viral load to 300 and upping my CD4 to 135, I was feeling better than ever, with more energy.",HIV Infection,9.0,Positive
I have major depression and post traumatic stress disorder. This medication helps motivate me and it gives a slight boost for my moods I tend to smile more now but still get depressed now and then. It has very little side effects best thing is no sexual side effects! It also helps my anxiety but still have a hard time concentrating which my doc says helps but for me it doesn&#039;t it&#039;s just a mood stabilizer to me. I give it a 7 out of 10 because it only helps me slightly. I take 150mg twice a day.,Major Depressive Disorde,7.0,Neutral
I had a lithotripsy done today with a cystoscopy and was prescribed  Uribel for the bladder spasms and urination pain. I took it 3 hours ago and I&#039;m still suffering from the painful spasms and burning urination.  It isn&#039;t working for me.,Urinary Tract Infection,3.0,Negative
"Taking Ortho Tri-Cyclen Lo made me moody, depressed and anxious. I had cramps a week before and a week after my period. I was like a different person. I have returned to Ortho Tri regular, and I am back to my normal self. ",Birth Control,1.0,Negative
"A word to the wise be sure the Doc. knows what medicines you are on before you take this medicine. I have acid reflux really bad. Went to the ER couldn&#039;t breathe, lost my voice, felt like I had an extremely tight chest. They diagnosed me with Gurd, I said I think I have caught the stomach bug. The ER Dr. gave me (2) shots of Reglan and a prescription to fill. Next morning I take my first dose spend the next two days confused, anxious, down and depressed. Looked up side effects of Reglan and realized it didn&#039;t mix well with the meds that I take daily and I had been given a little to much at once. After taking a couple days of musinex for congestion, mylanta for my stomach, inhaler to breathe 3 days later stomach bug gone!",GERD,2.0,Negative
This was the hardest drug to get and be approved. I was doing the bridge pack and kept having to call the doctors to get them to keep trying with insurance. Then I had to keep calling otezla to keep it coming to my house. I never felt fully better. Maybe just a tiny bit but definitely not worth all the hassle. I ended up just quitting since I couldn&#039;t get it here on time and it kept lapsing my treatment.,Psoriatic Arthritis,2.0,Negative
I was put on Intuniv because I have schizophrenia and ADHD as I can&#039;t take the stimulant type medications.  I used the starter kit and did not notice any improvement in my focus or attention.  I was so tired I was falling asleep at 7-9pm at night and waking up at 6-7 in the morning.  I went to table tennis and was just a zombie.  I was asleep on my feet and couldn&#039;t wait for class to end instead of being my normal happy active self during class. I stopped taking this medicine ...even if it had helped with my ADHD it would probably have not been worth the side effects.,ADHD,1.0,Negative
I would not recommend this birth control. I had severe mood swings and was always fatigue. I switched from the patch Ortha Evra to this pill to get better results and it did not work for me at all!,Birth Control,2.0,Negative
I had anal itch for over 40 years and have tried every cream over and under the counter I&#039;ve been using this for three weeks and knock on wood my itch is gone,Atopic Dermatitis,10.0,Positive
wow!,Constipation,9.0,Positive
"After suffering with migraines for over 10yrs Topamax has been a life saver. I had tried several other meds (Zomig, Imitrex, etc.) but they would only work for a while and then stop working for me all together. I have been on Topamax for over a yr now and went from 4 or 5 migraines a month to one every couple of months.  I am currently taking 200mg/day (100mg in the morning and evening). Side effects are minimal compared to the agony of having migraines all the time.",Migraine Prevention,6.0,Neutral
"I&#039;ve only been on this for 5 days, and it is not normal at all! lots of sleeping, extremely dizzy, and feel like vomiting!",Depression,1.0,Negative
"Just made it bigger and it started to bleed. Day 5 and no relief in sight. waste of time and money,  I just hope it did not cause more damage.",Herpes Simplex,1.0,Negative
"My Pain is completely alleviated with this medication when in normal use.  I am on a 3 day schedule in changing the patches.  I did try to go on a 2 day schedule as well, but then I experience too many unwanted side effects (drowsiness, feeling &#039;high&#039;, etc) so I asked to go back to 3 days.  After about 2 and 1/4 days the patch doesn&#039;t seem to work, so the final 3/4 day I really start to feel the pain and withdrawal symptoms.  

I sometimes feel the loss of &#039;control&#039; with the patch because of the time it takes for it to become effective and the amount of time it goes out of your system.  In other words, if a patch rips (I&#039;ve had 2 do so in the last year) I start to feel the medicine pouring into my system and I have to immediately take off the patch.",Pain,8.0,Positive
"While the effects of the back were helpful,  the toll it took on my liver was not good. I have many separate symptoms: nausea, pale stool, right upper quadrant pain, elevated LFT, feeling tired, and sweating.",Muscle Spasm,6.0,Neutral
